SegmentLength,SegmentTime,Speed,AveragePressure
134.39883,4.87142,2.3318467,54.917095
162.76566,6.0848985,3.0464401,66.88059
199.75008,7.392963,3.5447266,82.57039
193.45276,7.1514754,3.447549,79.9579
137.85323,5.076943,2.6269515,56.387043
173.76013,6.0910807,2.9559379,70.49355
159.8409,5.7429543,2.9062755,65.5025
146.43709,5.3368244,2.8246317,59.768562
226.43446,8.363019,4.121791,93.427574
237.09656,8.376225,3.8725693,97.169846
148.23251,5.41206,2.6962368,60.71079
267.55234,9.64211,4.8294826,109.93611
195.81996,7.229066,3.4259171,80.8352
162.19429,5.923068,2.847173,66.95213
180.06772,6.6870856,3.392494,74.092896
250.24408,9.192269,4.2900004,103.38759
170.47002,6.2123656,3.018292,69.529305
241.72786,8.818683,4.174895,99.55638
236.84824,8.743227,4.111685,97.52999
217.79706,7.9110365,3.9118145,89.65162
192.85558,6.923291,3.345269,78.66893
185.04561,6.807237,3.4055526,76.046555
229.84148,8.534088,4.1510925,95.06718
141.2978,5.2046127,2.5128584,57.695183
222.7168,8.218404,4.2176332,92.00983
142.756,5.1923556,2.486393,58.15327
207.1604,7.5083003,3.5609899,85.09301
184.72989,6.5615735,3.148005,75.37659
173.21187,6.3270636,3.1611035,70.48621
145.95648,5.2314644,2.5515864,59.462673
175.76286,6.483253,3.0494218,71.75789
215.86493,7.916894,3.6718268,88.60015
156.58449,5.7487526,3.0121818,63.783752
214.8797,7.729589,3.5539198,88.32176
203.74335,7.4338136,3.656846,83.782936
144.8876,5.1927323,2.587587,58.965485
189.00186,7.023816,3.6593583,77.41037
169.94983,6.2117715,3.0449336,69.6417
139.3692,5.19792,2.4531803,56.922295
199.5135,7.294673,3.7949755,81.11778
129.59929,4.858162,2.4103816,53.05044
153.19395,5.6341248,2.8167422,62.6797
226.81334,8.212461,3.810927,93.47715
155.27753,5.66855,2.8967972,63.80336
129.06912,4.712392,2.3766465,52.769672
254.59084,9.327241,4.6473227,104.807175
161.48294,5.954053,2.902808,66.385414
148.58144,5.370724,2.8502753,60.46075
212.0338,7.789819,3.7298849,87.28862
243.31201,8.959838,4.440659,100.387794
209.61516,7.5927873,3.8176868,86.313614
147.31262,5.3234553,2.7533052,59.729023
200.69672,7.4319053,3.6146107,82.81769
184.4615,6.755969,3.159095,75.97161
227.83128,8.385824,4.073739,94.08813
186.38135,6.8064427,3.2381063,76.3382
166.25739,5.805148,2.8764617,67.756386
137.28894,5.0542517,2.5353982,56.395744
153.09021,5.6209707,2.7913406,62.839146
140.4228,5.1244097,2.598724,57.587914
267.56665,9.893621,4.617384,110.588165
204.94002,7.4271293,3.7278988,83.895096
258.13937,9.445701,4.550914,106.109665
276.8387,10.225346,4.674654,113.76915
214.03162,7.8718047,3.678732,87.89975
159.21909,5.6542745,2.761342,65.02714
162.99573,6.010062,2.9752922,67.09118
178.13243,6.4210196,3.1360114,72.90639
