SegmentLength,SegmentTime,Speed,AveragePressure
2305.126,20.951803,121.07008,453.03152
2357.5889,24.950249,99.57907,1034.0067
2169.2078,17.552214,114.852715,483.8731
1637.4623,8.240687,212.45334,821.49774
2055.6118,17.74846,121.21047,556.80457
2250.4155,21.122782,113.67447,449.9192
1094.8326,-1.6242497,262.47513,859.9848
1865.3713,6.5825567,258.9023,811.5329
2390.1584,19.951395,131.20734,378.5849
2118.2324,17.674164,110.55547,563.1405
2103.2751,16.438152,132.0429,686.95654
2240.726,24.79451,100.746605,502.61737
2344.799,22.664911,112.532906,411.9998
2061.972,15.406232,165.71045,633.0403
2311.512,20.307476,103.830894,719.047
2250.3643,34.14219,72.918655,656.9027
2241.5886,24.624928,90.13968,617.5721
2437.742,27.34516,99.63836,777.3708
2319.1055,23.317999,102.73385,649.3368
2359.6982,22.215302,94.002075,669.0722
2267.4106,25.104874,88.89708,499.7853
2434.3276,28.061975,90.543236,768.2021
2348.0525,17.085695,125.54317,473.10422
2214.3567,24.397451,100.70066,482.17285
2296.3604,20.013515,103.63074,803.5097
2357.1443,30.52959,99.02353,779.88745
2363.953,34.13681,73.584305,601.52203
1066.1615,0.76818544,248.53,954.3698
2283.569,24.676641,115.35615,658.4775
2345.4326,20.097286,106.52167,739.8186
2212.5984,20.741495,110.94411,393.38565
2182.411,19.727972,106.21219,489.2316
2547.5146,29.446314,85.703285,1177.4882
2169.4338,19.054777,116.432335,383.66525
2177.9895,20.161436,103.70141,321.0702
2254.2952,24.220526,91.0243,711.0443
2257.9614,18.00958,106.330795,663.78656
2141.7773,17.34919,111.05517,534.12164
2328.2847,22.054379,103.57423,701.28296
2247.4485,25.305319,84.44401,506.39764
2043.5822,-0.60771674,362.12302,715.2878
2306.9998,22.29112,110.13789,675.2247
2220.8362,24.637947,98.19502,563.826
2499.8298,34.651634,74.39962,593.0882
2290.0488,32.70209,82.18592,479.72556
2519.3494,13.696253,223.76024,494.1907
1771.0288,13.26242,179.16348,747.7623
2354.295,30.169239,86.36434,513.7508
1821.0408,-3.140054,411.98404,720.6904
2289.933,24.901392,96.45099,509.19797
2119.7493,18.563402,122.43689,450.21707
2297.2131,25.28694,97.60984,524.0408
2384.08,22.434326,107.09561,799.8718
819.70044,-2.065759,300.103,1051.8201
2748.5125,12.560261,255.47221,693.34454
2609.2664,10.964659,246.3241,549.1853
2383.736,49.805058,47.120827,637.2767
2270.8145,22.318834,96.46272,494.46194
2579.2617,43.56513,58.15455,565.03253
2400.8838,22.975769,89.5802,525.3547
2355.0203,28.750925,82.88808,573.5569
2595.533,31.869455,116.91942,428.82104
2737.247,37.80525,91.95634,1265.0569
2130.1504,20.802246,107.79628,431.4031
2187.1858,19.74722,118.61351,454.67297
2383.607,22.837976,128.07146,1147.1621
2285.3699,20.18577,104.24078,789.854
2259.1128,21.32732,98.24207,721.0576
2216.496,22.563383,96.871506,414.3844
2198.8594,20.907072,106.15582,674.7461
2219.4507,18.94556,118.466644,510.8004
2475.5762,32.321182,80.57335,602.0283
2288.1206,7.9165373,319.5802,571.23724
2203.9622,20.396776,115.244514,427.48694
2275.3652,18.971159,112.055,652.2278
2387.745,22.309492,106.89586,547.8854
2270.6128,19.306005,109.74117,652.02277
2328.4612,27.814299,88.24131,533.602
2342.6472,36.860703,86.73034,654.8021
2361.757,25.159239,101.11875,751.1449
