25%_GripAngle,25%_Pressure,25%_TestID,25%_Timestamp,25%_X,25%_Y,25%_Z,50%_GripAngle,50%_Pressure,50%_TestID,50%_Timestamp,50%_X,50%_Y,50%_Z,75%_GripAngle,75%_Pressure,75%_TestID,75%_Timestamp,75%_X,75%_Y,75%_Z,max_GripAngle,max_Pressure,max_TestID,max_Timestamp,max_X,max_Y,max_Z,mean_GripAngle,mean_Pressure,mean_TestID,mean_Timestamp,mean_X,mean_Y,mean_Z,min_GripAngle,min_Pressure,min_TestID,min_Timestamp,min_X,min_Y,min_Z,std_GripAngle,std_Pressure,std_TestID,std_Timestamp,std_X,std_Y,std_Z,Group,count
900.8333912630384,712.041988189152,0.0002790412922001377,4595273.334753302,137.47121801968902,154.2061270881268,-0.0005713801657541416,986.0298069654249,233.65312691419814,0.0009503696823969032,4374053.412994274,181.2428703997584,217.11349667866642,-0.0007424068371191724,1091.0556358164029,359.19347198428306,-0.0006294749609242509,4123270.558335412,386.6268352102966,300.23614690494304,0.00012221916522267958,1504.688209014757,703.9913432246512,0.0009474398210466389,3767875.329071194,403.13328122774493,368.8108647529835,32.31434991553735,1076.2243426591037,679.5825664836444,-0.00022945045383195655,3869282.919713516,192.4947389017813,234.53008899271555,1.02523131840729,1155.744339629551,36.509992187593454,0.0008817610389486106,2204454.392720055,18.555875891561154,62.92307165128349,-0.0005381416616629598,79.60447286801977,84.75828794832897,-0.0011305423046815669,8713.702163065544,108.84742743543923,93.96783384630965,3.2070631013373645,Parkinsonian,746.0
1228.2437540929345,607.7028829348776,-0.00062347739498496,1621157.24561045,177.9370110593489,159.48638070118727,-0.0004103833086863005,1387.787988417884,550.6041057942915,0.0008347954192304283,3759624.5455046743,193.1261745785696,221.85468194405922,0.0009729635337557875,1403.1522325046742,1026.1529611743929,0.0003381812519933197,7405395.888206681,261.4845245924209,288.19696157678965,-6.0864087474746134e-05,1381.4648968093663,1000.268381526467,0.0009035324906258424,3445785.341050535,407.93933129421106,362.34990849228217,7.671594379469774,1311.634580845864,641.144536321532,-0.0004268687940397228,4001769.5888886233,257.8850172103249,226.7766727763621,0.6247389176631863,1185.9663392360912,34.619525082552194,-0.00030928854644457764,4189086.2162207263,36.31472354040169,51.60213771980956,0.001273733620139556,107.6417257945389,30.518692536110436,0.0003455279438887663,6635.44587538117,98.27604289513886,90.36237613697688,2.667164936293511,Parkinsonian,746.0
1133.5289894391944,247.69048884793006,-0.0009430568084672624,5059862.649197568,151.0116413098637,136.75407942358808,-0.0010725318344356576,972.9478654014285,735.5889310249022,-0.00043260928054801324,2630070.92633012,218.59626014713191,229.30557626604832,-0.00025902864473889055,1117.8388550931074,674.4343942824082,0.0003398209641866438,3407479.6719528385,322.1766179928551,276.7912224652376,-0.0007753361059569441,1680.4659857003614,667.6365049977576,0.0013840157189326783,5087062.846898861,499.49280779263637,370.73360818514544,41.68642049421039,1083.6359832355338,852.3378170232809,0.001706604953678462,4441591.074659865,226.87935656144532,220.99411833228478,0.679124123925551,745.9649907696584,50.44980358387731,-0.0009146909312612774,4127056.8000679305,37.59567630636645,51.39943987588788,-0.0008855123738288486,105.91938214231803,128.6709463673527,0.0010438706109186578,10251.061732581788,118.33291777708418,107.66134377928782,2.586500433825423,Parkinsonian,746.0
1059.7287180031956,363.17724313424253,0.0011907272561136402,4936392.929989239,130.57809725310932,171.57422019565834,0.0012170707969801102,1205.7137995720068,873.3360334397786,0.00017483301199147134,1970980.9412384448,244.1554108669514,240.7109370712499,0.0007345010648800456,1038.7625629811873,613.944521876472,-0.0011304280531205303,4327038.180948986,340.19675582667765,300.69552044660026,0.0009405355849620097,1456.6430318858625,838.5568951972815,-0.0013698710567162967,2509494.371716604,475.0854714445242,379.4807201403544,86.16047623508422,1273.7157838516916,1189.268804646995,9.376543015194676e-05,1746939.2564018345,225.700860981607,215.44540688194508,0.7324559093274128,960.4520757174254,20.893511882033753,-0.00012413238888165962,4268385.225537124,33.693297577478184,62.95628866356239,0.0010455711683463168,106.3075749121233,83.36896015140721,-0.0005129553176356217,10971.314875041595,102.90635786732827,91.83120767579541,3.649312547495272,Parkinsonian,746.0
1136.3376583060094,488.3490372054637,0.0010574235088623763,3462676.2803477137,172.46620865050087,178.39126539454497,-0.0009590080964267789,1426.4185592120934,884.0075257933903,-0.0006039043724845286,3768946.7313080435,224.7884434308268,223.1971236082308,0.0008719139888123928,1536.7743119810382,753.1114155451215,0.0013308813279720856,4585183.09303028,302.93709141824746,296.92518171988235,-0.001152565371660015,1370.2766359696554,842.0126638175203,-0.0008559289178293682,3376359.299395342,407.9276283592255,358.345867704437,52.69842473057459,1098.176931635171,695.5294469415096,-0.0008931202736292231,3013414.405534417,268.73777235458107,225.5826925632466,0.6629486422878915,737.8257017257972,131.74181860696896,0.0018434137583205332,5003497.307535156,50.84393711762594,55.4001819505083,0.0004420740168667314,143.26156064793753,92.46124209561134,-0.0004444887442191827,1640.7792616403476,92.41944278165832,100.38212956739065,2.581533108226631,Parkinsonian,746.0
1040.089793494078,711.8168447599959,-0.0016122273071745234,4518361.718048412,181.95246476208973,167.9215354447868,0.00165135098647949,909.1176765675311,1057.5367261981648,-0.0007307414032296536,1896447.2348984734,212.69601951907416,248.07221699297722,-1.9442140899548195e-05,1043.3235649181738,514.1749351635497,-0.00010511850474641372,1056312.5637068576,247.82620294768128,317.6803791148926,0.0013232638071512366,1557.4830039994301,728.2651302842276,5.850890230684417e-05,6203335.484021118,452.5766468814155,395.1634274443816,30.71593052296727,1185.7956985860956,800.996239419288,0.00012609482782402904,1166675.6990627428,261.1866101551733,218.67615671323284,0.9168107594292861,1069.8054060352915,30.0307677687792,0.0004393271401034342,3266945.772017625,33.23856486547366,57.30882869054182,0.0008849904671866655,103.05419328758768,92.6547953820239,-0.00035547864091635975,11919.967529478197,119.40871453848999,89.60844841575275,3.047690197441229,Parkinsonian,746.0
985.3972962878397,822.6851347291198,0.0005517370104650744,2563488.4449121826,108.41252985512072,143.6376422051057,-0.0006692027281812131,1384.392764388615,1003.7626538753061,-0.0004395178754742772,2927032.8590150177,224.8963992392318,223.03849327553613,0.0009309340839740791,1128.566150530739,925.9194977888185,-0.00023922479786975514,4426401.058376653,284.8362578346058,284.9405961483029,0.0019123176398399707,1720.310160109802,489.046064829323,-0.00044677351178990774,4849926.94145025,376.47132188045316,393.26594824998233,64.862721490354,1045.7240390773472,678.9707116072324,-0.0020900177486302797,5501539.686022058,218.29208012402748,231.85379334620683,0.6733949614595937,1183.5954577155283,7.9043579878423245,0.0002038227275274671,4054572.5324688666,51.42992154065173,66.6981563753717,-0.0004773817305753208,97.74572661640872,153.24462090951823,-0.002037065934972139,14343.625847164582,98.1160344244874,86.56879787206331,2.4043006247701535,Parkinsonian,746.0
1087.3808717460558,900.9062460670792,0.0007708631014640396,3983806.234962747,153.59832666413524,140.21755386900477,-0.0008441369135177397,1096.9595656850747,801.2828607973793,6.965266451887907e-05,4571493.746933346,230.07967681743338,223.6065604797493,0.0022757612975672034,1322.081122071394,672.5181337068738,0.00185996700648693,4836211.136189993,359.892909051256,292.5655783190399,0.0009763091264811027,1376.8133713406792,953.6493325489017,-0.0001577239582541034,1818889.6088463785,482.39965116458853,358.05065940239194,-36.44749606153626,1241.3751592304798,786.893078091151,0.0009705238200132107,4286026.099726111,266.4786380401547,230.89194672460195,0.552109265877535,940.8507437707059,14.53348219878418,0.00029547752442318336,2100326.7510987394,44.31361508651052,54.39300601904856,0.00027563515788740767,122.8117204679234,36.72061360723616,-0.000901283818664668,7760.517292614497,101.11104628453764,88.7574862697716,2.905655014960715,Parkinsonian,746.0
1361.7481453674745,710.7639591669242,-0.00031302370821644057,1513737.0444701628,118.50370016890425,170.3257438233699,0.0010604468141104679,1456.8524298346074,563.6040649190334,-0.0003038644354309272,3695535.089658604,268.55669582344615,224.42103768982182,0.0015512628547329711,1272.8903355909526,963.3681475511529,0.0010265798465520781,3612680.281896035,257.8886277667186,290.1639938394117,0.0014890451738844791,1694.746220877939,734.0390891732833,-0.0003423086386243994,1373921.541077213,501.96432395047424,394.8403860321499,33.28346602526538,1211.4564396869093,276.7858170781521,-0.0004867144960427494,4986262.11035452,253.11859788798864,227.46003816956738,0.5712221680618046,1088.383479993399,14.570167484426209,-0.0016646931961950078,3387635.3711109865,45.1461916123071,66.38400736920386,-0.0014411957604959986,112.13527014831966,109.37163676203079,-0.001101241904847112,10099.00047968081,110.85242208925796,84.19621519178003,3.7980630452214346,Parkinsonian,746.0
1039.8244280136119,560.1975290682519,-0.0004756713479686023,2439063.209803006,137.9974133347148,140.39264813619178,-0.00019153282391329285,1173.4756880317482,294.6173567099152,-0.00010194951247985628,3458927.523454095,231.0811438933535,239.08940169591713,0.0008513542646005099,1108.33305385244,616.654015781876,0.000579504401549854,2768816.8375170003,250.42043664210198,330.29964481093276,-0.0003107242646171938,1489.5343606455046,416.8888206223055,0.0008514020923788287,2253565.051174281,434.6932975320558,395.96691623449993,0.484574552071642,1189.2209646252059,964.0662038239591,-0.002456747056863479,2451213.4673237763,202.22452445042552,222.65307859515784,0.5658461912397027,773.3701004243715,-1.7956590396584744,-0.000773224970452823,2981096.267401338,42.67114866462674,64.28039927822142,0.0010553309965464146,132.77780321715866,84.9605388388162,-3.285920327353785e-06,17497.791843236242,114.09405087807345,82.95397355755641,3.5572078538497687,Parkinsonian,746.0
