25%_GripAngle,25%_Pressure,25%_TestID,25%_Timestamp,25%_X,25%_Y,25%_Z,50%_GripAngle,50%_Pressure,50%_TestID,50%_Timestamp,50%_X,50%_Y,50%_Z,75%_GripAngle,75%_Pressure,75%_TestID,75%_Timestamp,75%_X,75%_Y,75%_Z,max_GripAngle,max_Pressure,max_TestID,max_Timestamp,max_X,max_Y,max_Z,mean_GripAngle,mean_Pressure,mean_TestID,mean_Timestamp,mean_X,mean_Y,mean_Z,min_GripAngle,min_Pressure,min_TestID,min_Timestamp,min_X,min_Y,min_Z,std_GripAngle,std_Pressure,std_TestID,std_Timestamp,std_X,std_Y,std_Z,Group,count
1800.0,493.0,0.0,16362810.75,116.25,160.0,0.0,1850.0,586.0,0.0,16365248.0,181.0,212.5,0.0,1920.0,623.0,0.0,16367685.25,250.0,290.0,0.0,2090.0,641.0,0.0,16370122.0,410.0,386.0,24.0,1866.6161616161617,547.8290043290043,0.0,16365247.989898987,185.13852813852813,222.03751803751803,0.2077922077922078,1700.0,6.0,0.0,16360374.0,31.0,49.0,0.0,78.03835860462364,108.8595838983276,1e-08,2816.947695729461,93.2073942411521,89.18542744550169,1.6309630040838112,Healthy Control,1386.0
1990.0,414.0,0.0,16944379.25,121.0,166.0,0.0,2060.0,540.0,0.0,16947600.5,198.5,212.0,0.0,2150.0,632.0,0.0,16950822.75,257.0,289.0,0.0,2580.0,654.0,0.0,16954044.0,404.0,385.0,12.0,2068.646288209607,496.9792576419214,0.0,16947578.62063319,192.43558951965065,222.6009825327511,0.2685589519650655,1760.0,1.0,0.0,16940821.0,38.0,53.0,0.0,121.01979471389828,160.44705977549415,1e-08,3759.796495455835,91.93330519945049,86.50472759542083,1.775472951910943,Healthy Control,1386.0
722.5,902.25,0.0,1732867845.0,121.25,136.0,0.0,840.0,938.0,0.0,1732871316.5,191.0,201.5,0.0,920.0,963.0,0.0,1732874788.25,258.75,265.0,0.0,1330.0,1013.0,0.0,1732878260.0,401.0,388.0,36.0,824.5339412360689,917.3485309017224,0.0,1732871316.748227,193.4650455927052,205.35663627152988,0.6261398176291794,390.0,110.0,0.0,1732864374.0,31.0,46.0,0.0,157.67012666431197,84.2223188457702,1e-08,4011.583815464783,91.69313254866404,89.05901312948052,2.776529973742225,Healthy Control,1386.0
740.0,870.0,0.0,1732809852.25,124.0,151.0,0.0,830.0,902.0,0.0,1732814122.5,194.5,210.0,0.0,880.0,914.0,0.0,1732818392.75,268.0,279.0,0.0,1280.0,960.0,0.0,1732822663.0,402.0,384.0,28.0,812.8912685337726,883.8570840197693,0.0,1732814122.1668038,200.3636738056013,215.83731466227349,0.6935749588138386,530.0,33.0,0.0,1732805582.0,29.0,50.0,0.0,120.66786968094962,61.41645384341872,1e-08,4933.971387350453,98.0434089762668,86.94158972798914,2.854529631790646,Healthy Control,1386.0
690.0,885.0,0.0,1732651833.75,126.0,133.0,0.0,800.0,907.0,0.0,1732656368.5,195.0,202.0,0.0,880.0,927.0,0.0,1732660902.25,264.0,262.0,0.0,1340.0,941.0,0.0,1732665437.0,401.0,388.0,24.0,794.3173002327386,884.200930954228,0.0,1732656368.204034,199.73622963537625,204.8766485647789,0.721489526764934,430.0,73.0,0.0,1732647300.0,30.0,51.0,0.0,153.30968813705817,74.24288637209004,1e-08,5238.726546845754,93.51873314077017,88.75122690510186,2.8920581900085947,Healthy Control,1386.0
1270.0,446.0,0.0,17539796.0,125.0,140.0,0.0,1350.0,490.0,0.0,17544413.0,198.0,218.0,0.0,1470.0,512.0,0.0,17549030.0,290.0,297.0,0.0,1750.0,553.0,0.0,17553647.0,402.0,381.0,40.0,1371.0704761904765,483.3417142857143,0.0,17544412.778285716,206.91809523809525,219.22666666666663,0.3687619047619047,1070.0,39.0,0.0,17535179.0,33.0,51.0,0.0,136.71797006663223,48.69823894640199,1e-08,5334.217364466208,100.75307027654792,93.4763040057165,2.4013333501003924,Healthy Control,1386.0
760.0,830.0,0.0,1732702117.25,122.0,145.0,0.0,870.0,851.0,0.0,1732706851.5,191.0,210.5,0.0,940.0,866.0,0.0,1732711586.75,261.0,279.0,0.0,1300.0,897.0,0.0,1732716321.0,401.0,388.0,24.0,852.8863298662704,839.0910104011887,0.0,1732706851.717311,194.39524517087668,214.36441307578008,0.6998514115898959,500.0,261.0,0.0,1732697382.0,32.0,50.0,0.0,143.69658310443492,54.23189778571535,1e-08,5470.340637918446,93.92857145875924,89.67136313821288,2.831675686684765,Healthy Control,1386.0
920.0,887.0,0.0,295783.25,114.0,145.0,0.0,1040.0,908.0,0.0,301088.5,195.5,214.0,0.0,1140.0,920.0,0.0,306393.75,267.0,305.0,0.0,1460.0,932.0,0.0,311698.0,401.0,391.0,28.0,1043.5046419098144,894.4257294429708,0.0,301088.4164456233,196.8660477453581,221.19628647214853,0.6896551724137931,780.0,73.0,0.0,290479.0,31.0,50.0,0.0,142.16573601208674,56.78257202145304,1e-08,6128.60956630732,100.05329903534974,96.1319398026401,2.8367124854603936,Healthy Control,1386.0
1130.0,813.0,0.0,15128356.75,127.25,154.25,0.0,1195.0,893.0,0.0,15133833.5,193.0,221.0,0.0,1320.0,904.0,0.0,15139311.25,272.75,301.0,0.0,1600.0,949.0,0.0,15144788.0,407.0,385.0,24.0,1227.5690430314708,846.0176621708414,0.0,15133833.521515734,204.52890173410404,222.99582530507385,0.4855491329479768,980.0,13.0,0.0,15122711.0,36.0,50.0,0.0,136.40242238993187,108.28662105531,1e-08,6328.185179567646,100.65654040286412,91.9451661086374,2.4980461179969686,Healthy Control,1386.0
710.0,782.0,0.0,1732470961.0,123.0,142.0,0.0,780.0,795.0,0.0,1732477091.0,199.0,206.0,0.0,850.0,811.0,0.0,1732483222.0,266.0,290.0,0.0,1270.0,827.0,0.0,1732489352.0,403.0,388.0,12.0,782.5566714490674,788.4505021520804,0.0,1732477091.4548063,200.88694404591104,213.74949784791968,0.7437589670014347,460.0,33.0,0.0,1732464831.0,35.0,51.0,0.0,129.79242464501604,42.28453422427783,1e-08,7081.474470130208,95.83718591626965,91.68386555499276,2.893844012392988,Healthy Control,1386.0
830.0,850.0,0.0,1292066.0,138.0,178.0,0.0,890.0,855.0,0.0,1300956.0,225.0,243.0,0.0,950.0,869.0,0.0,1309846.0,312.0,334.0,0.0,1360.0,896.0,0.0,1318736.0,453.0,443.0,12.0,903.5021524436568,843.5500126614332,0.0,1300956.3892124589,230.6872625981261,252.60015193719929,0.71714358065333,710.0,42.0,0.0,1283177.0,39.0,64.0,0.0,110.26708988808564,58.96775726001847,1e-08,10269.080661994443,114.40535521225998,102.30214011601734,2.8449037862619497,Healthy Control,1386.0
