Label,Smoothness,Average Amplitude,Irregularities,Peak Count,Trough Count,Zero Crossings,Wave Energy,Signal Entropy,Skewness,Kurtosis,Dominant Frequency,Image
Healthy,0.045360382678129495,0.06121315755745147,248,0,0,1,1194.0246252628958,2.2918266040428215,0.05385271739908484,-0.904742602526135,1,Healthysynth2
Healthy,0.0750227491378103,0.08138665666987448,253,0,0,1,950.0761071854466,2.2682934435939344,-0.10853872604176437,-0.9708709520072681,1,Healthysynth4
Healthy,0.059054281885723356,0.06430452827443113,255,0,0,1,1325.7042599483686,2.293279544390436,0.12595286845820464,-1.2364180582611954,1,Healthysynth5
Healthy,0.06311508525274011,0.0837730870712401,253,0,0,1,1126.0796219444196,2.2601030950382395,-0.06539715700705212,-1.0113090896926407,1,Healthysynth8
Healthy,0.05314216370646812,0.08111381791838851,255,0,0,1,917.76513630379,2.295203013379945,0.012152021865785156,-1.107356943863301,1,Healthysynth11
Healthy,0.050565762963090705,0.06880062919215144,255,0,0,1,1286.8883782312575,2.291427030850843,-0.051980887962860975,-1.0758186731591566,1,Healthysynth12
Healthy,0.0703237028381017,0.0721267499272229,252,0,0,1,1108.9916747427594,2.291346044993399,-0.027390709409842066,-1.1416332200573156,1,Healthysynth14
Healthy,0.06956463532717491,0.07881021928162557,248,0,0,1,1149.2351818466518,2.295298697958853,-0.03606724866971527,-0.9628632954136112,1,Healthysynth15
Healthy,0.06698924072251723,0.07907659026983735,251,0,0,1,1004.5384983256131,2.2783495731180587,0.06938022222084664,-0.8748822570726589,1,Healthysynth16
Healthy,0.06746090527785278,0.07406979306013871,254,0,0,1,1025.8650108583156,2.299412683644218,0.1554902650443513,-0.8965865012571717,1,Healthysynth17
Healthy,0.0632372693071846,0.08019659165799158,251,0,0,1,1233.3921774407333,2.291599203656592,0.16886899275864342,-1.102414234492942,1,Healthysynth18
Healthy,0.06545792706684207,0.06922237401334654,252,0,0,1,1198.7144462678903,2.29350482857641,0.07588249096379333,-1.2095622697792143,1,Healthysynth19
Healthy,0.05610249777102528,0.05502593694584982,249,0,0,1,1322.3160268158767,2.2989033863985,0.1547466794039304,-1.1047872776330954,1,Healthysynth20
Healthy,0.06219319523174946,0.06515271311301139,249,0,0,1,1230.5289558502232,2.299412683644218,-0.01569372830952817,-1.096013178729233,1,Healthysynth22
Healthy,0.062237235474085224,0.07808523058912531,252,0,0,1,1093.369771307934,2.2955325989807656,-0.00536342680525476,-0.9849142313359391,1,Healthysynth23
Healthy,0.059585108363791064,0.0816847729862784,252,0,0,1,1120.498715376806,2.2783212893549605,0.14332064874211076,-0.9944418712313454,1,Healthysynth24
Healthy,0.05677579529998308,0.07079518372559586,251,0,0,1,1075.807770728733,2.2891037819371194,0.13795010901514043,-1.0257011476039755,1,Healthysynth25
Healthy,0.05692728035806643,0.05126790576041659,251,0,0,1,1261.353774864109,2.299412683644218,-0.031293517413699255,-1.1547608343875326,1,Healthysynth26
Healthy,0.07608496609637427,0.0837730870712401,253,0,0,1,917.76513630379,2.2758397231609298,-0.041689451503769376,-0.9155208882234641,1,Healthysynth28
Healthy,0.053638826672475756,0.07408624205957604,248,0,0,1,1058.387188931469,2.299412683644218,0.4303929133951174,-1.1028542650660678,1,Healthysynth29
Healthy,0.058198549510605185,0.06975290441725025,247,0,0,1,987.6505532408145,2.2896337718689987,-0.01659150269609216,-1.2945731480760274,1,Healthysynth32
Healthy,0.06255989458807514,0.07981962146038218,249,0,0,1,1281.9144696865665,2.289266572638041,0.045195841555940974,-1.1100311398986933,1,Healthysynth33
Healthy,0.06829881522576745,0.07233211570520962,255,0,0,1,917.76513630379,2.28037542098784,0.10232626473927042,-0.9011814428534132,1,Healthysynth35
Healthy,0.050115342746926424,0.06611650489617327,250,0,0,1,1078.147656638906,2.291387458863833,0.13115554102465943,-1.1246248778577121,1,Healthysynth36
Healthy,0.06966939710633656,0.08234306801586486,252,0,0,1,1232.3058719521607,2.2944182573711105,-0.029822806019817932,-1.2365105615805168,1,Healthysynth37
Healthy,0.06022178908158747,0.07502360117715214,253,0,0,1,1065.8368248782717,2.2733619511492855,-0.069920794890265,-0.9814602548253133,1,Healthysynth38
Healthy,0.053548712113169465,0.054239116848116435,249,0,0,1,1304.633323798017,2.299412683644218,0.075019948663252,-0.9123140455137684,1,Healthysynth40
Healthy,0.06127832544800338,0.0590144193624073,253,0,0,1,1112.2909435627953,2.296066169696576,0.07754914620205491,-1.1951461779024426,1,Healthysynth43
Healthy,0.05950637008271941,0.0688601752676633,253,0,0,1,1477.0431522683757,2.2916218924248786,0.10585386875695958,-1.067669014375376,1,Healthysynth47
Healthy,0.07023993720731932,0.07606223064755036,253,0,0,1,917.76513630379,2.2692930345777538,-0.05351886269559264,-1.0528201044712053,1,Healthysynth48
Healthy,0.06421219952099025,0.07092794668813708,255,0,0,1,1285.863475677419,2.2927733108022204,0.05847942875061644,-1.1301592266030531,1,Healthysynth49
Healthy,0.0599657936551747,0.06379465717687867,251,0,0,1,1310.4846022122165,2.284522624660672,-0.008761709206974154,-1.031459948551523,1,Healthysynth50
Healthy,0.06656283507089139,0.07258491937069039,252,0,0,1,1071.9223333871219,2.2773341679077865,0.030472502332094763,-1.0239998628114433,1,Healthysynth51
Healthy,0.052232006954709115,0.05290878507903085,248,0,0,1,1464.7141733202168,2.2897975837162687,-0.07086938486330129,-1.1737236681037702,1,Healthysynth52
Healthy,0.058330508492515476,0.07232306015051225,249,0,0,1,1169.2836463777405,2.2954873564942644,-0.033619563166141994,-1.1601265031831376,1,Healthysynth53
Healthy,0.05414531521965872,0.08027094806519466,248,0,0,1,917.76513630379,2.269498407311869,0.4303929133951174,-1.1665354378793096,1,Healthysynth54
Healthy,0.06655810507950982,0.0651974900236421,251,0,0,1,1143.9924641589507,2.2935120542897156,0.09886551418120192,-1.1509028708688012,1,Healthysynth56
Healthy,0.07051743829155165,0.07535376356816634,254,0,0,1,1127.7131920235283,2.2960861635210943,0.17683436998242288,-0.9734135657900832,1,Healthysynth57
Healthy,0.05575701569314831,0.056449976953448444,251,0,0,1,1306.3692127120637,2.2950362479220314,-0.05536528233495745,-1.2261710531394554,1,Healthysynth58
Healthy,0.0767551569537945,0.0837730870712401,254,0,0,1,932.8181079086048,2.2925942604201563,0.031116074743898756,-0.8359328582830594,1,Healthysynth59
Healthy,0.057154640957621905,0.0649284078507821,249,0,0,1,1180.361020026952,2.2766059895831856,0.028030269300905842,-0.9188644057862587,1,Healthysynth62
Healthy,0.06913045649846819,0.0837730870712401,249,0,0,1,1093.7947578506044,2.269783366867092,0.08108498555637209,-1.0198446006555284,1,Healthysynth63
Healthy,0.06189372517544961,0.05738253156123026,255,0,0,1,1187.689317605454,2.2865923982969676,0.11789848272381052,-1.1677968027101513,1,Healthysynth64
Healthy,0.0767551569537945,0.07620245166385294,253,0,0,1,922.0476084674293,2.271905936152617,0.009523057160731834,-0.8603012733625716,1,Healthysynth65
Healthy,0.07613358870363249,0.0816072307253833,251,0,0,1,917.76513630379,2.2918404793388545,-0.05815643584671088,-1.2000724870806656,1,Healthysynth66
Healthy,0.0573626337583657,0.07430941991582307,249,0,0,1,1493.1089794824575,2.292512761443709,0.010226456434769967,-1.163057013096696,1,Healthysynth68
Healthy,0.06336748860044447,0.07627047181286964,250,0,0,1,963.3572628383961,2.2545407280519187,0.4303929133951174,-0.9890665572474796,1,Healthysynth70
Healthy,0.0634163185287535,0.07578531409482045,250,0,0,1,1214.1249457414494,2.29546971838484,-0.13509776756429473,-1.165577620634648,1,Healthysynth71
Healthy,0.07361514967492064,0.0837730870712401,251,0,0,1,1021.0861237921224,2.2845106354156535,0.263413336952375,-0.8529867585869788,1,Healthysynth72
Healthy,0.07573853534511066,0.0837730870712401,246,0,0,1,952.2094790592241,2.2826148299740123,0.03075287506678749,-0.9990866821060874,1,Healthysynth73
Healthy,0.07218893937036541,0.06882868894731799,254,0,0,1,1216.6014562722114,2.2824738639348836,-0.06934731991645869,-1.2069683577629062,1,Healthysynth75
Healthy,0.056964896372476315,0.07325111842781419,251,0,0,1,1030.6645110227394,2.2825294720186955,0.22609247423497564,-0.9875643434554474,1,Healthysynth77
Healthy,0.05670992268959356,0.0677248989918012,254,0,0,1,1317.0781661343353,2.2887478179216756,0.14455730826617802,-1.3002230395729584,1,Healthysynth79
Healthy,0.06830843670593219,0.08104678005520145,249,0,0,1,1131.0230546832474,2.296589121343336,-0.1525736804174003,-1.042447686296106,1,Healthysynth80
Healthy,0.06791109662346635,0.05106884479374745,252,0,0,1,1033.1517051714866,2.299412683644218,-0.006816245757302105,-1.2572835310078643,1,Healthysynth81
Healthy,0.07298471038584402,0.0837730870712401,253,0,0,1,917.8307814560075,2.2721859829994795,-0.03090580132473033,-1.0768131818302638,1,Healthysynth82
Healthy,0.07151306085532697,0.07718277063480326,254,0,0,1,1042.2648013868766,2.2945529628685977,-0.0776744910645034,-1.1391195102503746,1,Healthysynth83
Healthy,0.061232234403852795,0.07749711353551778,254,0,0,1,939.6461907122473,2.286827575167903,0.41000346724637726,-1.0173768089719728,1,Healthysynth84
Healthy,0.07571557695376298,0.0837730870712401,255,0,0,1,1022.8932293445461,2.292691696713759,0.14578545664744746,-0.9261437368168384,1,Healthysynth87
Healthy,0.06296278824913157,0.07165254715474774,253,0,0,1,1277.1714743023285,2.297793070991362,0.004211222396094571,-0.9534021142421617,1,Healthysynth88
Healthy,0.05944237896659751,0.05731691566827508,253,0,0,1,1199.439094828304,2.2938911120454923,0.16245251678495537,-1.2371601595181134,1,Healthysynth89
Healthy,0.05643799574267014,0.05706799940754158,252,0,0,1,1376.6867692723454,2.2973690337225734,-0.0470544578177703,-1.2103613998462586,1,Healthysynth90
Healthy,0.0653555084861759,0.08349089816764012,251,0,0,1,1335.1179309275765,2.267574214865252,-0.16227299561703917,-1.1143858159215492,1,Healthysynth91
Healthy,0.0700645569738809,0.08347350175980946,253,0,0,1,1086.310730828763,2.264429115725552,0.14187597542224126,-1.0875449259514562,1,Healthysynth92
Healthy,0.07110971960868052,0.06565347834087637,250,0,0,1,1081.0059823193253,2.2966062025048415,0.020674157088487275,-1.1324310824493222,1,Healthysynth94
Healthy,0.060706359310412454,0.07291233902298233,253,0,0,1,1213.3047251855232,2.2907371926821543,-0.02086502758718188,-1.21319568793601,1,Healthysynth95
Healthy,0.050792988816347924,0.06284500476357967,252,0,0,1,1532.9925474163765,2.297360287894219,-0.006798454436988611,-1.0569469265945275,1,Healthysynth96
Healthy,0.0705459034470591,0.0784752906888209,250,0,0,1,1079.711139789943,2.2814797108308986,-0.022974872832261534,-1.13462538587109,1,Healthysynth97
Healthy,0.05839692751896007,0.05196238412902743,252,0,0,1,1177.2540802715328,2.295783308569713,0.0706268307206063,-1.3002230395729584,1,Healthysynth98
Healthy,0.07619424930738967,0.08235748211700897,252,0,0,1,923.3902369945679,2.291102499294044,0.0483379811238506,-1.0558374253349718,1,Healthysynth100
Healthy,0.06070203820221444,0.07181872841890226,252,0,0,1,1294.1095755320666,2.286152025670892,0.016671609797523062,-1.0692544314463295,1,Healthysynth101
Healthy,0.05294618016955677,0.056007216475702254,253,0,0,1,1460.0526923326793,2.2968545207454314,0.19465724560345643,-1.294693622977991,1,Healthysynth102
Healthy,0.060938112230593804,0.08084819021980336,249,0,0,1,917.76513630379,2.294068909561989,0.4303929133951174,-1.0950438959746105,1,Healthysynth104
Healthy,0.07310206153146774,0.0837730870712401,253,0,0,1,917.76513630379,2.2876289699512693,-0.06080916343493385,-0.9616339822295401,1,Healthysynth109
Healthy,0.056818981488575455,0.06485877419151437,246,0,0,1,1398.2423062544647,2.2965171193444514,0.0799395079380977,-1.2183483231655974,1,Healthysynth110
Healthy,0.06014820509411967,0.07203217718569796,251,0,0,1,1029.3094571785489,2.292450084491888,0.04286023914566927,-0.9438905215669842,1,Healthysynth111
Healthy,0.05610863615845815,0.06704867438701728,253,0,0,1,1133.4637436713526,2.2891953829884963,0.1296117985582644,-1.1689405533211668,1,Healthysynth112
Healthy,0.06782112671827437,0.08252296583243696,251,0,0,1,1130.5407177610052,2.29146221371054,0.07484344172339522,-0.9637886929355813,1,Healthysynth113
Healthy,0.06498122364395963,0.08191096288079704,250,0,0,1,968.6260760859941,2.299412683644218,-0.01742525907046979,-1.296203035634287,1,Healthysynth114
Healthy,0.0767551569537945,0.08198683559883846,254,0,0,1,917.76513630379,2.2897282129332868,0.03795316727159097,-1.1119042277170401,1,Healthysynth116
Healthy,0.065234120896294,0.08197875318179074,253,0,0,1,1142.4939086762076,2.2923775344534008,-0.002996327063783511,-1.0241446409255843,1,Healthysynth117
Healthy,0.07486889066239252,0.0747027522051596,251,0,0,1,917.76513630379,2.2761100718215017,0.4303929133951174,-0.836945106499817,1,Healthysynth120
Healthy,0.06858769692290392,0.0741439653602189,253,0,0,1,1041.4667081898815,2.296116660606555,-0.04731609559500302,-1.0176956102549073,1,Healthysynth122
Healthy,0.06434920059048764,0.07748857027890153,254,0,0,1,1043.6075256775378,2.287130506196303,0.06267336696022649,-1.0396712472385803,1,Healthysynth123
Healthy,0.07623300273908193,0.06961653907294552,254,0,0,1,942.7698771136738,2.299412683644218,-0.0647206355306659,-1.175068976842173,1,Healthysynth125
Healthy,0.06766928200646846,0.0837730870712401,253,0,0,1,985.0272791265129,2.295511284231145,0.08079620818895294,-1.0948990586374574,1,Healthysynth127
Healthy,0.06795863729721206,0.06250185395810134,253,0,0,1,1031.0606128929182,2.285628678851233,-0.0209989313563164,-1.1331740358022555,1,Healthysynth129
Healthy,0.062110606339894396,0.07411739733015688,250,0,0,1,1027.8109256366865,2.2931640641079585,-0.050692340920835646,-1.0476485913837612,1,Healthysynth130
Healthy,0.058477518933175904,0.07960706807170595,253,0,0,1,1329.0143290981832,2.29093014484773,-0.06739582557930514,-1.3002230395729584,1,Healthysynth133
Healthy,0.06619418851909294,0.08025218629149601,251,0,0,1,1110.2894260891394,2.281386817984034,0.2520616417705877,-1.1342136540341405,1,Healthysynth136
Healthy,0.05364127093069493,0.06377325386619923,254,0,0,1,1085.9771266274934,2.2944709678771136,0.01941410093704696,-1.1311755448917071,1,Healthysynth137
Healthy,0.0657141607762308,0.06373989574245761,251,0,0,1,1456.3983922232012,2.286602030680934,0.10029858140372537,-1.0059609094187847,1,Healthysynth138
Healthy,0.05530947419293693,0.07667126272772877,250,0,0,1,986.0000210477725,2.290273457418226,-0.03682257519280754,-1.2927947535693334,1,Healthysynth139
Healthy,0.06240756649869375,0.07324226298955477,250,0,0,1,917.76513630379,2.289728250348214,0.14704775603833245,-1.2522858880061103,1,Healthysynth140
Healthy,0.047106182469491255,0.05005712812544576,250,0,0,1,1408.1655977820133,2.2916810108607746,0.04988831155809815,-1.2630026889667936,1,Healthysynth141
Healthy,0.0633401453812568,0.06951544653787252,251,0,0,1,1027.9884233257471,2.2921748670565187,-0.059108617656154674,-1.1594502311244943,1,Healthysynth142
Healthy,0.0599793050677678,0.05788555167252987,251,0,0,1,1491.4034072048255,2.2857991972045277,0.25388235432594125,-1.1515320441112094,1,Healthysynth143
Healthy,0.06161664029689613,0.06992629616254434,248,0,0,1,1174.8765473265541,2.2966464160687723,-0.08991013571812614,-1.1430816839430755,1,Healthysynth145
Healthy,0.0704057573890525,0.07030284611563405,255,0,0,1,917.76513630379,2.299412683644218,-0.1550112214100389,-1.3002230395729584,1,Healthysynth148
